date,transfers_in,ward_occupancy_start_of_day,ed_census_prior_evening,day_of_week,month,is_holiday,avg_ed_wait_time_hrs
2014-12-22,0.0,0.821,77.0,Monday,12,False,1.3
2014-12-23,1.0,0.714,86.0,Tuesday,12,False,3.4
2014-12-24,1.0,0.679,89.0,Wednesday,12,False,3.4
2014-12-25,2.0,0.714,109.0,Thursday,12,True,4.8
2014-12-26,0.0,,85.0,Friday,12,True,3.8
2014-12-27,2.0,0.714,82.0,Saturday,12,False,1.5
2014-12-28,2.0,0.786,89.0,Sunday,12,False,2.6
2014-12-29,0.0,0.643,79.0,Monday,12,False,3.5
2014-12-30,4.0,0.714,104.0,Tuesday,12,False,3.6
2014-12-31,0.0,0.643,85.0,Wednesday,12,False,4.1
2015-01-01,1.0,0.607,108.0,Thursday,1,True,5.2
2015-01-02,3.0,0.821,124.0,Friday,1,False,6.6
2015-01-03,0.0,0.893,72.0,Saturday,1,False,4.9
2015-01-04,1.0,0.893,87.0,Sunday,1,False,3.1
2015-01-05,1.0,0.893,51.0,Monday,1,False,4.5
2015-01-06,2.0,0.929,113.0,Tuesday,1,False,5.2
2015-01-07,0.0,0.786,75.0,Wednesday,1,False,3.7
2015-01-08,1.0,0.643,90.0,Thursday,1,False,1.8
2015-01-09,2.0,0.679,79.0,Friday,1,False,2.1
2015-01-10,1.0,0.643,94.0,Saturday,1,False,2.1
2015-01-11,2.0,0.643,90.0,Sunday,1,False,4.4
2015-01-12,4.0,0.857,103.0,Monday,1,False,3.8
2015-01-13,,0.893,99.0,Tuesday,1,False,4.7
2015-01-14,3.0,1.0,102.0,Wednesday,1,False,3.5
2015-01-15,3.0,1.107,104.0,Thursday,1,False,1.7
2015-01-16,1.0,1.036,97.0,Friday,1,False,1.7
2015-01-17,1.0,0.964,78.0,Saturday,1,False,4.1
2015-01-18,4.0,1.036,83.0,Sunday,1,False,0.8
2015-01-19,1.0,0.964,106.0,Monday,1,False,5.5
2015-01-20,2.0,0.964,107.0,Tuesday,1,False,
2015-01-21,2.0,0.857,99.0,Wednesday,1,False,2.7
2015-01-22,4.0,0.964,118.0,Thursday,1,False,4.1
2015-01-23,1.0,1.0,77.0,Friday,1,False,4.1
2015-01-24,2.0,1.0,,Saturday,1,False,4.4
2015-01-25,1.0,0.929,84.0,Sunday,1,False,3.7
2015-01-26,1.0,0.964,83.0,Monday,1,False,3.7
2015-01-27,4.0,0.857,135.0,Tuesday,1,False,3.8
2015-01-28,,0.786,73.0,Wednesday,1,False,1.8
2015-01-29,0.0,0.643,90.0,Thursday,1,False,3.1
2015-01-30,1.0,0.714,83.0,Friday,1,False,4.8
2015-01-31,0.0,0.643,101.0,Saturday,1,False,5.5
2015-02-01,1.0,0.714,103.0,Sunday,2,False,2.8
2015-02-02,0.0,0.679,77.0,Monday,2,False,4.0
2015-02-03,2.0,0.714,93.0,Tuesday,2,False,3.3
2015-02-04,3.0,0.821,110.0,Wednesday,2,False,3.2
2015-02-05,4.0,0.857,131.0,Thursday,2,False,5.4
2015-02-06,0.0,0.75,89.0,Friday,2,False,3.7
2015-02-07,3.0,0.893,129.0,Saturday,2,False,3.5
2015-02-08,1.0,0.786,81.0,Sunday,2,False,4.1
2015-02-09,3.0,0.893,118.0,Monday,2,False,5.4
2015-02-10,1.0,0.786,100.0,Tuesday,2,False,4.0
2015-02-11,0.0,0.75,89.0,Wednesday,2,False,4.0
2015-02-12,0.0,0.679,,Thursday,2,False,1.7
2015-02-13,1.0,0.679,,Friday,2,False,3.3
2015-02-14,1.0,0.643,,Saturday,2,False,4.0
2015-02-15,1.0,0.607,78.0,Sunday,2,False,0.5
2015-02-16,2.0,0.714,118.0,Monday,2,False,7.1
2015-02-17,2.0,0.786,83.0,Tuesday,2,False,2.6
2015-02-18,0.0,,75.0,Wednesday,2,False,2.0
2015-02-19,0.0,0.679,71.0,Thursday,2,False,2.0
2015-02-20,1.0,0.607,88.0,Friday,2,False,4.6
2015-02-21,1.0,0.643,79.0,Saturday,2,False,4.3
2015-02-22,3.0,0.714,124.0,Sunday,2,False,4.6
2015-02-23,1.0,0.714,97.0,Monday,2,False,4.9
2015-02-24,4.0,0.786,,Tuesday,2,False,6.7
2015-02-25,2.0,0.786,88.0,Wednesday,2,False,4.1
2015-02-26,4.0,1.036,108.0,Thursday,2,False,6.7
2015-02-27,3.0,0.964,93.0,Friday,2,False,3.7
2015-02-28,4.0,1.179,117.0,Saturday,2,False,3.7
2015-03-01,0.0,1.036,93.0,Sunday,3,False,3.0
2015-03-02,0.0,1.071,82.0,Monday,3,False,2.7
2015-03-03,0.0,0.964,81.0,Tuesday,3,False,2.3
2015-03-04,1.0,1.036,95.0,Wednesday,3,False,4.7
2015-03-05,4.0,1.0,130.0,Thursday,3,False,7.2
2015-03-06,0.0,0.964,82.0,Friday,3,False,4.3
2015-03-07,3.0,1.036,107.0,Saturday,3,False,3.7
2015-03-08,,1.107,94.0,Sunday,3,False,3.9
2015-03-09,1.0,1.107,77.0,Monday,3,False,3.0
2015-03-10,3.0,1.071,117.0,Tuesday,3,False,3.9
2015-03-11,3.0,1.107,90.0,Wednesday,3,False,1.6
2015-03-12,0.0,1.036,83.0,Thursday,3,False,4.5
2015-03-13,3.0,0.964,126.0,Friday,3,False,3.5
2015-03-14,1.0,0.929,,Saturday,3,False,3.2
2015-03-15,0.0,0.857,106.0,Sunday,3,False,3.2
2015-03-16,2.0,0.929,100.0,Monday,3,False,3.0
2015-03-17,4.0,1.0,111.0,Tuesday,3,False,4.3
2015-03-18,,0.964,131.0,Wednesday,3,False,4.0
2015-03-19,2.0,1.0,129.0,Thursday,3,False,5.4
2015-03-20,3.0,0.929,92.0,Friday,3,False,3.0
2015-03-21,0.0,0.893,86.0,Saturday,3,False,5.7
2015-03-22,0.0,0.786,75.0,Sunday,3,False,6.2
2015-03-23,2.0,,93.0,Monday,3,False,3.6
2015-03-24,3.0,0.893,104.0,Tuesday,3,False,2.7
2015-03-25,2.0,1.0,140.0,Wednesday,3,False,4.5
2015-03-26,1.0,1.0,93.0,Thursday,3,False,3.4
2015-03-27,3.0,,106.0,Friday,3,False,4.9
2015-03-28,2.0,1.214,88.0,Saturday,3,False,5.5
2015-03-29,2.0,1.143,104.0,Sunday,3,False,5.2
2015-03-30,6.0,1.357,105.0,Monday,3,False,3.9
2015-03-31,5.0,1.393,143.0,Tuesday,3,False,
2015-04-01,2.0,1.357,85.0,Wednesday,4,False,5.6
2015-04-02,0.0,1.179,45.0,Thursday,4,False,1.3
2015-04-03,0.0,1.143,46.0,Friday,4,True,3.3
2015-04-04,1.0,1.071,56.0,Saturday,4,False,2.8
2015-04-05,4.0,1.143,108.0,Sunday,4,True,4.5
2015-04-06,0.0,1.071,59.0,Monday,4,True,1.3
2015-04-07,2.0,1.0,59.0,Tuesday,4,False,1.8
2015-04-08,0.0,0.857,63.0,Wednesday,4,False,3.0
2015-04-09,0.0,0.714,73.0,Thursday,4,False,2.4
2015-04-10,3.0,0.643,69.0,Friday,4,False,2.0
2015-04-11,0.0,0.607,44.0,Saturday,4,False,0.4
2015-04-12,2.0,0.714,73.0,Sunday,4,False,4.7
2015-04-13,3.0,0.786,74.0,Monday,4,False,4.7
2015-04-14,2.0,0.75,87.0,Tuesday,4,False,4.9
2015-04-15,3.0,0.821,81.0,Wednesday,4,False,4.4
2015-04-16,1.0,0.786,51.0,Thursday,4,False,2.8
2015-04-17,1.0,0.786,69.0,Friday,4,False,3.7
2015-04-18,4.0,0.964,103.0,Saturday,4,False,3.9
2015-04-19,0.0,0.893,35.0,Sunday,4,False,1.3
2015-04-20,1.0,0.857,,Monday,4,False,5.1
2015-04-21,1.0,0.75,71.0,Tuesday,4,False,5.2
2015-04-22,0.0,,53.0,Wednesday,4,False,2.7
2015-04-23,0.0,0.75,64.0,Thursday,4,False,4.0
2015-04-24,5.0,0.929,106.0,Friday,4,False,2.6
2015-04-25,3.0,0.964,79.0,Saturday,4,False,3.9
2015-04-26,,0.893,63.0,Sunday,4,False,1.7
2015-04-27,3.0,0.821,98.0,Monday,4,True,5.0
2015-04-28,1.0,0.75,56.0,Tuesday,4,False,2.4
2015-04-29,3.0,0.893,97.0,Wednesday,4,False,5.1
2015-04-30,3.0,0.786,98.0,Thursday,4,False,4.8
2015-05-01,0.0,0.75,65.0,Friday,5,False,1.8
2015-05-02,4.0,0.964,83.0,Saturday,5,False,5.8
2015-05-03,1.0,0.821,41.0,Sunday,5,False,1.0
2015-05-04,2.0,0.821,92.0,Monday,5,False,3.3
2015-05-05,1.0,0.786,75.0,Tuesday,5,True,4.4
2015-05-06,4.0,0.893,90.0,Wednesday,5,False,5.3
2015-05-07,0.0,0.75,54.0,Thursday,5,False,4.4
2015-05-08,0.0,0.714,60.0,Friday,5,False,4.0
2015-05-09,2.0,0.75,71.0,Saturday,5,False,2.1
2015-05-10,3.0,0.857,83.0,Sunday,5,False,1.7
2015-05-11,2.0,1.0,80.0,Monday,5,False,3.4
2015-05-12,2.0,0.964,92.0,Tuesday,5,False,4.5
2015-05-13,4.0,1.0,92.0,Wednesday,5,False,3.8
2015-05-14,0.0,0.786,57.0,Thursday,5,True,1.2
2015-05-15,1.0,0.786,68.0,Friday,5,False,2.1
2015-05-16,1.0,0.643,68.0,Saturday,5,False,2.7
2015-05-17,2.0,0.607,81.0,Sunday,5,False,3.6
2015-05-18,4.0,0.75,92.0,Monday,5,False,3.5
2015-05-19,3.0,0.643,89.0,Tuesday,5,False,2.9
2015-05-20,2.0,0.643,38.0,Wednesday,5,False,1.3
2015-05-21,2.0,0.643,108.0,Thursday,5,False,4.6
2015-05-22,1.0,0.607,77.0,Friday,5,False,1.3
2015-05-23,0.0,0.643,38.0,Saturday,5,False,2.6
2015-05-24,1.0,0.679,79.0,Sunday,5,True,5.0
2015-05-25,0.0,0.607,61.0,Monday,5,True,2.3
2015-05-26,1.0,0.643,69.0,Tuesday,5,False,3.0
2015-05-27,1.0,0.536,,Wednesday,5,False,4.3
2015-05-28,0.0,0.429,62.0,Thursday,5,False,2.9
2015-05-29,1.0,0.429,62.0,Friday,5,False,0.4
2015-05-30,2.0,0.5,57.0,Saturday,5,False,2.8
2015-05-31,0.0,0.429,54.0,Sunday,5,False,2.6
2015-06-01,1.0,0.464,52.0,Monday,6,False,3.3
2015-06-02,2.0,,66.0,Tuesday,6,False,2.5
2015-06-03,1.0,0.464,61.0,Wednesday,6,False,1.9
2015-06-04,1.0,0.536,,Thursday,6,False,3.2
2015-06-05,2.0,0.5,57.0,Friday,6,False,3.1
2015-06-06,1.0,0.571,,Saturday,6,False,2.0
2015-06-07,1.0,0.571,50.0,Sunday,6,False,1.9
2015-06-08,2.0,0.536,46.0,Monday,6,False,2.4
2015-06-09,0.0,0.429,30.0,Tuesday,6,False,1.7
2015-06-10,0.0,0.464,43.0,Wednesday,6,False,2.3
2015-06-11,2.0,0.571,61.0,Thursday,6,False,1.6
2015-06-12,0.0,0.464,41.0,Friday,6,False,2.3
2015-06-13,3.0,0.5,65.0,Saturday,6,False,2.5
2015-06-14,4.0,0.643,99.0,Sunday,6,False,5.8
2015-06-15,0.0,0.607,43.0,Monday,6,False,1.1
2015-06-16,2.0,0.643,64.0,Tuesday,6,False,1.5
2015-06-17,2.0,0.714,77.0,Wednesday,6,False,3.0
2015-06-18,1.0,0.714,58.0,Thursday,6,False,2.9
2015-06-19,4.0,0.821,68.0,Friday,6,False,1.9
2015-06-20,2.0,0.821,74.0,Saturday,6,False,2.3
2015-06-21,4.0,0.964,83.0,Sunday,6,False,4.5
2015-06-22,3.0,1.071,90.0,Monday,6,False,2.6
2015-06-23,2.0,1.071,80.0,Tuesday,6,False,3.9
2015-06-24,3.0,1.179,82.0,Wednesday,6,False,3.2
2015-06-25,3.0,1.179,67.0,Thursday,6,False,3.3
2015-06-26,2.0,0.964,43.0,Friday,6,False,2.2
2015-06-27,3.0,0.929,73.0,Saturday,6,False,2.3
2015-06-28,2.0,0.893,62.0,Sunday,6,False,2.4
2015-06-29,2.0,0.786,49.0,Monday,6,False,1.3
2015-06-30,2.0,0.75,63.0,Tuesday,6,False,2.5
2015-07-01,2.0,0.821,52.0,Wednesday,7,False,
2015-07-02,1.0,0.821,50.0,Thursday,7,False,2.1
2015-07-03,,0.714,55.0,Friday,7,False,0.4
2015-07-04,2.0,0.679,73.0,Saturday,7,False,3.6
2015-07-05,3.0,0.714,52.0,Sunday,7,False,2.5
2015-07-06,3.0,0.929,74.0,Monday,7,False,5.3
2015-07-07,3.0,1.036,74.0,Tuesday,7,False,0.8
2015-07-08,2.0,1.036,88.0,Wednesday,7,False,3.0
2015-07-09,1.0,1.036,54.0,Thursday,7,False,0.6
2015-07-10,3.0,1.036,65.0,Friday,7,False,2.4
2015-07-11,2.0,1.036,41.0,Saturday,7,False,2.3
2015-07-12,3.0,,74.0,Sunday,7,False,1.8
2015-07-13,2.0,1.179,55.0,Monday,7,False,3.3
2015-07-14,1.0,1.071,64.0,Tuesday,7,False,3.4
2015-07-15,1.0,0.893,54.0,Wednesday,7,False,0.9
2015-07-16,1.0,0.857,40.0,Thursday,7,False,0.4
2015-07-17,0.0,0.821,60.0,Friday,7,False,3.2
2015-07-18,0.0,0.75,48.0,Saturday,7,False,2.8
2015-07-19,0.0,0.643,31.0,Sunday,7,False,2.0
2015-07-20,2.0,0.679,63.0,Monday,7,False,2.0
2015-07-21,1.0,0.679,54.0,Tuesday,7,False,2.5
2015-07-22,4.0,0.679,62.0,Wednesday,7,False,
2015-07-23,0.0,0.679,28.0,Thursday,7,False,1.7
2015-07-24,2.0,0.679,68.0,Friday,7,False,2.2
2015-07-25,,0.643,41.0,Saturday,7,False,3.0
2015-07-26,2.0,0.679,72.0,Sunday,7,False,1.6
2015-07-27,3.0,0.714,83.0,Monday,7,False,3.4
2015-07-28,,0.643,40.0,Tuesday,7,False,2.2
2015-07-29,1.0,0.679,40.0,Wednesday,7,False,4.4
2015-07-30,2.0,0.714,49.0,Thursday,7,False,3.0
2015-07-31,0.0,0.643,46.0,Friday,7,False,1.3
2015-08-01,1.0,0.643,66.0,Saturday,8,False,5.9
2015-08-02,2.0,0.643,67.0,Sunday,8,False,3.4
2015-08-03,2.0,0.571,60.0,Monday,8,False,1.9
2015-08-04,1.0,0.571,55.0,Tuesday,8,False,2.8
2015-08-05,0.0,0.607,46.0,Wednesday,8,False,3.5
2015-08-06,0.0,0.5,42.0,Thursday,8,False,3.1
2015-08-07,0.0,0.536,84.0,Friday,8,False,6.1
2015-08-08,3.0,0.643,84.0,Saturday,8,False,4.2
2015-08-09,0.0,0.571,56.0,Sunday,8,False,2.7
2015-08-10,2.0,0.5,56.0,Monday,8,False,4.7
2015-08-11,4.0,0.643,93.0,Tuesday,8,False,4.2
2015-08-12,1.0,0.714,44.0,Wednesday,8,False,1.6
2015-08-13,1.0,0.679,73.0,Thursday,8,False,2.7
2015-08-14,2.0,0.679,64.0,Friday,8,False,
2015-08-15,0.0,0.643,28.0,Saturday,8,False,2.0
2015-08-16,4.0,0.643,91.0,Sunday,8,False,3.0
2015-08-17,2.0,0.679,91.0,Monday,8,False,2.8
2015-08-18,0.0,0.607,42.0,Tuesday,8,False,2.8
2015-08-19,0.0,0.571,40.0,Wednesday,8,False,2.0
2015-08-20,2.0,0.607,68.0,Thursday,8,False,4.4
2015-08-21,1.0,0.571,70.0,Friday,8,False,2.7
2015-08-22,0.0,0.536,49.0,Saturday,8,False,4.5
2015-08-23,2.0,0.536,89.0,Sunday,8,False,2.4
2015-08-24,0.0,0.464,54.0,Monday,8,False,2.2
2015-08-25,1.0,0.536,73.0,Tuesday,8,False,2.7
2015-08-26,1.0,0.571,47.0,Wednesday,8,False,1.8
2015-08-27,1.0,0.5,53.0,Thursday,8,False,3.6
2015-08-28,1.0,0.464,50.0,Friday,8,False,4.1
2015-08-29,1.0,0.464,57.0,Saturday,8,False,3.4
2015-08-30,1.0,0.5,50.0,Sunday,8,False,2.0
2015-08-31,1.0,0.536,69.0,Monday,8,False,1.4
2015-09-01,0.0,0.5,,Tuesday,9,False,5.7
2015-09-02,2.0,0.643,71.0,Wednesday,9,False,3.4
2015-09-03,,0.75,80.0,Thursday,9,False,4.4
2015-09-04,0.0,0.75,53.0,Friday,9,False,1.3
2015-09-05,2.0,0.75,93.0,Saturday,9,False,3.8
2015-09-06,0.0,0.679,53.0,Sunday,9,False,2.4
2015-09-07,1.0,,47.0,Monday,9,False,2.1
2015-09-08,2.0,0.679,90.0,Tuesday,9,False,6.1
2015-09-09,0.0,0.571,60.0,Wednesday,9,False,4.4
2015-09-10,1.0,0.571,54.0,Thursday,9,False,3.6
2015-09-11,2.0,,83.0,Friday,9,False,3.8
2015-09-12,2.0,0.464,76.0,Saturday,9,False,4.1
2015-09-13,0.0,0.429,56.0,Sunday,9,False,3.4
2015-09-14,0.0,0.357,75.0,Monday,9,False,2.3
2015-09-15,0.0,,46.0,Tuesday,9,False,2.7
2015-09-16,3.0,0.464,79.0,Wednesday,9,False,4.2
2015-09-17,2.0,0.571,68.0,Thursday,9,False,3.0
2015-09-18,3.0,0.679,78.0,Friday,9,False,3.5
2015-09-19,1.0,0.714,78.0,Saturday,9,False,4.1
2015-09-20,1.0,0.679,40.0,Sunday,9,False,3.7
2015-09-21,3.0,0.786,101.0,Monday,9,False,6.5
2015-09-22,2.0,0.821,91.0,Tuesday,9,False,2.7
2015-09-23,1.0,0.75,65.0,Wednesday,9,False,3.9
2015-09-24,1.0,0.714,82.0,Thursday,9,False,0.8
2015-09-25,1.0,0.75,80.0,Friday,9,False,1.9
2015-09-26,3.0,0.857,,Saturday,9,False,6.5
2015-09-27,0.0,0.857,41.0,Sunday,9,False,4.1
2015-09-28,1.0,0.786,61.0,Monday,9,False,1.5
2015-09-29,3.0,0.821,102.0,Tuesday,9,False,3.6
2015-09-30,3.0,0.821,98.0,Wednesday,9,False,5.8
2015-10-01,0.0,0.821,63.0,Thursday,10,False,3.7
2015-10-02,4.0,0.929,80.0,Friday,10,False,3.3
2015-10-03,2.0,0.929,95.0,Saturday,10,False,3.7
2015-10-04,0.0,0.893,47.0,Sunday,10,False,2.0
2015-10-05,3.0,0.893,97.0,Monday,10,False,5.5
2015-10-06,2.0,0.821,79.0,Tuesday,10,False,3.1
2015-10-07,2.0,0.821,75.0,Wednesday,10,False,1.9
2015-10-08,1.0,0.821,88.0,Thursday,10,False,3.3
2015-10-09,,0.786,86.0,Friday,10,False,3.5
2015-10-10,3.0,0.929,86.0,Saturday,10,False,2.6
2015-10-11,2.0,1.0,72.0,Sunday,10,False,3.3
2015-10-12,0.0,0.929,61.0,Monday,10,False,3.6
2015-10-13,3.0,1.071,86.0,Tuesday,10,False,3.6
2015-10-14,0.0,1.071,48.0,Wednesday,10,False,3.4
2015-10-15,0.0,1.036,66.0,Thursday,10,False,
2015-10-16,1.0,0.964,77.0,Friday,10,False,3.0
2015-10-17,1.0,0.857,75.0,Saturday,10,False,1.2
2015-10-18,4.0,0.929,83.0,Sunday,10,False,2.9
2015-10-19,1.0,0.929,67.0,Monday,10,False,3.0
2015-10-20,0.0,0.75,77.0,Tuesday,10,False,1.6
2015-10-21,0.0,0.679,79.0,Wednesday,10,False,5.1
2015-10-22,1.0,0.857,71.0,Thursday,10,False,2.3
2015-10-23,3.0,0.893,97.0,Friday,10,False,5.1
2015-10-24,1.0,0.857,72.0,Saturday,10,False,2.4
2015-10-25,1.0,0.786,,Sunday,10,False,3.6
2015-10-26,2.0,0.857,64.0,Monday,10,False,2.4
2015-10-27,0.0,0.75,57.0,Tuesday,10,False,2.7
2015-10-28,2.0,0.821,68.0,Wednesday,10,False,4.1
2015-10-29,5.0,0.893,114.0,Thursday,10,False,4.5
2015-10-30,0.0,0.857,57.0,Friday,10,False,3.6
2015-10-31,0.0,0.75,60.0,Saturday,10,False,2.8
2015-11-01,4.0,0.857,111.0,Sunday,11,False,3.4
2015-11-02,2.0,0.821,105.0,Monday,11,False,5.0
2015-11-03,2.0,0.857,78.0,Tuesday,11,False,5.4
2015-11-04,0.0,0.821,79.0,Wednesday,11,False,3.2
2015-11-05,1.0,0.893,95.0,Thursday,11,False,2.7
2015-11-06,2.0,0.929,77.0,Friday,11,False,2.6
2015-11-07,3.0,0.964,108.0,Saturday,11,False,4.4
2015-11-08,2.0,1.071,108.0,Sunday,11,False,5.1
2015-11-09,0.0,0.893,87.0,Monday,11,False,3.5
2015-11-10,1.0,0.964,100.0,Tuesday,11,False,3.6
2015-11-11,1.0,1.036,82.0,Wednesday,11,False,3.7
2015-11-12,1.0,1.036,101.0,Thursday,11,False,2.2
2015-11-13,1.0,1.036,81.0,Friday,11,False,3.9
2015-11-14,,0.929,90.0,Saturday,11,False,5.5
2015-11-15,3.0,0.929,115.0,Sunday,11,False,6.7
2015-11-16,3.0,1.071,100.0,Monday,11,False,4.7
2015-11-17,1.0,1.143,78.0,Tuesday,11,False,4.4
2015-11-18,2.0,1.214,103.0,Wednesday,11,False,3.9
2015-11-19,1.0,1.286,76.0,Thursday,11,False,2.5
2015-11-20,1.0,,82.0,Friday,11,False,4.0
2015-11-21,3.0,1.357,101.0,Saturday,11,False,3.2
2015-11-22,3.0,1.286,112.0,Sunday,11,False,5.0
2015-11-23,2.0,1.179,110.0,Monday,11,False,3.0
2015-11-24,0.0,0.964,88.0,Tuesday,11,False,4.4
2015-11-25,3.0,0.964,111.0,Wednesday,11,False,4.1
2015-11-26,0.0,0.893,69.0,Thursday,11,False,4.8
2015-11-27,0.0,0.821,69.0,Friday,11,False,3.0
2015-11-28,6.0,0.929,145.0,Saturday,11,False,5.5
2015-11-29,2.0,1.036,87.0,Sunday,11,False,4.6
2015-11-30,1.0,0.893,103.0,Monday,11,False,3.9
2015-12-01,0.0,0.821,81.0,Tuesday,12,False,4.0
2015-12-02,1.0,0.786,,Wednesday,12,False,3.1
2015-12-03,0.0,0.857,86.0,Thursday,12,False,3.6
2015-12-04,1.0,0.75,79.0,Friday,12,False,
2015-12-05,1.0,0.714,90.0,Saturday,12,False,4.0
2015-12-06,2.0,0.714,110.0,Sunday,12,False,5.0
2015-12-07,1.0,0.75,85.0,Monday,12,False,5.1
2015-12-08,0.0,0.607,72.0,Tuesday,12,False,5.5
2015-12-09,1.0,0.536,109.0,Wednesday,12,False,3.9
2015-12-10,3.0,0.643,112.0,Thursday,12,False,5.5
2015-12-11,0.0,0.571,90.0,Friday,12,False,1.8
2015-12-12,2.0,0.607,94.0,Saturday,12,False,3.4
2015-12-13,2.0,0.607,106.0,Sunday,12,False,4.6
2015-12-14,1.0,0.643,79.0,Monday,12,False,1.2
2015-12-15,1.0,0.607,95.0,Tuesday,12,False,4.6
2015-12-16,2.0,0.75,106.0,Wednesday,12,False,4.4
2015-12-17,1.0,0.786,84.0,Thursday,12,False,3.7
2015-12-18,1.0,0.786,91.0,Friday,12,False,3.2
2015-12-19,3.0,0.857,104.0,Saturday,12,False,5.6
2015-12-20,0.0,0.821,62.0,Sunday,12,False,3.9
2015-12-21,1.0,0.857,96.0,Monday,12,False,5.3
2015-12-22,2.0,,100.0,Tuesday,12,False,4.8
2015-12-23,2.0,0.857,105.0,Wednesday,12,False,4.5
2015-12-24,2.0,0.786,88.0,Thursday,12,False,4.4
2015-12-25,0.0,0.821,77.0,Friday,12,True,
2015-12-26,1.0,0.821,93.0,Saturday,12,True,3.8
2015-12-27,0.0,0.679,101.0,Sunday,12,False,3.6
2015-12-28,1.0,0.714,107.0,Monday,12,False,5.4
2015-12-29,0.0,0.679,55.0,Tuesday,12,False,3.6
2015-12-30,1.0,0.714,88.0,Wednesday,12,False,1.1
2015-12-31,0.0,0.679,77.0,Thursday,12,False,3.3
2016-01-01,1.0,0.607,83.0,Friday,1,True,4.8
2016-01-02,3.0,0.5,82.0,Saturday,1,False,3.4
2016-01-03,1.0,0.536,96.0,Sunday,1,False,2.4
2016-01-04,2.0,0.679,97.0,Monday,1,False,4.4
2016-01-05,1.0,,95.0,Tuesday,1,False,4.4
2016-01-06,1.0,0.643,72.0,Wednesday,1,False,3.6
2016-01-07,1.0,0.571,98.0,Thursday,1,False,4.5
2016-01-08,2.0,0.643,95.0,Friday,1,False,4.9
2016-01-09,1.0,0.679,82.0,Saturday,1,False,2.1
2016-01-10,2.0,0.714,103.0,Sunday,1,False,3.9
2016-01-11,2.0,0.75,98.0,Monday,1,False,1.4
2016-01-12,0.0,0.714,78.0,Tuesday,1,False,2.9
2016-01-13,1.0,0.75,78.0,Wednesday,1,False,5.3
2016-01-14,4.0,0.786,95.0,Thursday,1,False,3.9
2016-01-15,0.0,0.643,73.0,Friday,1,False,3.5
2016-01-16,1.0,0.607,106.0,Saturday,1,False,5.8
2016-01-17,3.0,0.75,111.0,Sunday,1,False,5.6
2016-01-18,0.0,0.786,71.0,Monday,1,False,4.5
2016-01-19,1.0,0.75,99.0,Tuesday,1,False,2.6
2016-01-20,1.0,0.75,96.0,Wednesday,1,False,4.7
2016-01-21,2.0,0.75,91.0,Thursday,1,False,3.7
2016-01-22,1.0,0.857,91.0,Friday,1,False,3.1
2016-01-23,5.0,1.0,128.0,Saturday,1,False,5.1
2016-01-24,1.0,1.0,,Sunday,1,False,5.8
2016-01-25,0.0,0.929,73.0,Monday,1,False,6.1
2016-01-26,1.0,0.893,76.0,Tuesday,1,False,2.5
2016-01-27,1.0,0.893,97.0,Wednesday,1,False,3.6
2016-01-28,0.0,0.786,65.0,Thursday,1,False,2.6
2016-01-29,0.0,0.643,83.0,Friday,1,False,2.6
2016-01-30,1.0,0.714,95.0,Saturday,1,False,4.8
2016-01-31,0.0,0.679,71.0,Sunday,1,False,2.6
2016-02-01,2.0,0.714,99.0,Monday,2,False,4.8
2016-02-02,3.0,0.75,108.0,Tuesday,2,False,5.4
2016-02-03,0.0,0.679,75.0,Wednesday,2,False,1.5
2016-02-04,1.0,0.679,101.0,Thursday,2,False,4.7
2016-02-05,2.0,0.75,106.0,Friday,2,False,5.3
2016-02-06,1.0,0.821,95.0,Saturday,2,False,4.0
2016-02-07,1.0,0.857,82.0,Sunday,2,False,3.5
2016-02-08,1.0,0.714,82.0,Monday,2,False,6.2
2016-02-09,0.0,0.643,64.0,Tuesday,2,False,2.3
2016-02-10,0.0,0.643,90.0,Wednesday,2,False,4.4
2016-02-11,1.0,0.607,70.0,Thursday,2,False,1.6
2016-02-12,0.0,0.571,92.0,Friday,2,False,2.1
2016-02-13,0.0,0.536,88.0,Saturday,2,False,2.6
2016-02-14,2.0,0.536,104.0,Sunday,2,False,4.4
2016-02-15,0.0,0.5,80.0,Monday,2,False,4.9
2016-02-16,2.0,0.571,95.0,Tuesday,2,False,5.2
2016-02-17,1.0,0.643,95.0,Wednesday,2,False,2.0
2016-02-18,2.0,0.786,100.0,Thursday,2,False,2.1
2016-02-19,2.0,0.821,102.0,Friday,2,False,4.3
2016-02-20,0.0,0.786,88.0,Saturday,2,False,3.7
2016-02-21,1.0,0.786,76.0,Sunday,2,False,3.4
2016-02-22,,0.821,85.0,Monday,2,False,5.1
2016-02-23,2.0,0.786,101.0,Tuesday,2,False,5.6
2016-02-24,2.0,0.786,107.0,Wednesday,2,False,6.8
2016-02-25,2.0,0.893,101.0,Thursday,2,False,2.5
2016-02-26,1.0,0.857,78.0,Friday,2,False,1.6
2016-02-27,2.0,0.964,108.0,Saturday,2,False,6.4
2016-02-28,0.0,0.964,97.0,Sunday,2,False,3.7
2016-02-29,0.0,0.964,91.0,Monday,2,False,3.9
2016-03-01,2.0,1.071,101.0,Tuesday,3,False,2.9
2016-03-02,2.0,,98.0,Wednesday,3,False,5.9
2016-03-03,3.0,1.036,101.0,Thursday,3,False,1.2
2016-03-04,1.0,0.893,91.0,Friday,3,False,4.1
2016-03-05,2.0,0.857,94.0,Saturday,3,False,2.7
